loc_rowid,tfopwg_disp,st_pmra,st_pmraerr1,st_pmraerr2,st_pmralim,st_pmdec,st_pmdecerr1,st_pmdecerr2,st_pmdeclim,pl_tranmid,pl_tranmiderr1,pl_tranmiderr2,pl_tranmidlim,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_trandurh,pl_trandurherr1,pl_trandurherr2,pl_trandurhlim,pl_trandep,pl_trandeperr1,pl_trandeperr2,pl_trandeplim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,st_tmag,st_tmagerr1,st_tmagerr2,st_tmaglim,st_dist,st_disterr1,st_disterr2,st_distlim,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim
45,APC,-6.4340000,0.215,-0.215,0,4.0980000,0.246,-0.246,0,2460031.2166000,0.000710,-0.000710,0,4.4201250,0.0000085,-0.0000085,0,3.9560000,1.2590000,-1.2590000,0,2466.0000000,196.3000000,-196.3000000,0,,,,0,,,,,,,,,8.5483000,0.600,-0.600,0,2864.3400000,1012.5400000,-1012.5400000,0,,,,0,,,,0
46,KP,10.5520000,0.045,-0.045,0,-10.6580000,0.043,-0.043,0,2460150.6086770,0.000682,-0.000682,0,4.0872956,0.0000023,-0.0000023,0,5.5861130,0.0508755,-0.0508755,0,3572.1712499,35.6894260,-35.6894260,0,13.6237732,0.6518233,-0.6518233,0,2242.3605401,,,,1755.0767383,,,,9.8638000,0.006,-0.006,0,316.6780000,2.9655000,-2.9655000,0,6036.0000000,,,0,2.2186699,0.1025730,-0.1025730,0
47,FP,-11.7800000,0.118,-0.118,0,6.7250000,0.097,-0.097,0,2458520.6567400,0.004970,-0.004970,0,2.5555500,0.0004500,-0.0004500,0,1.5660000,0.3750000,-0.3750000,0,340.0000000,1.3722400,-1.3722400,0,11.5901000,,,0,3520.6800000,,,,2145.0000000,,,,8.3854000,0.007,-0.007,0,732.4320000,32.4490000,-32.4490000,0,10037.0000000,123.0000000,-123.0000000,0,6.0400000,,,0
48,FP,-14.1890000,0.065,-0.065,0,14.2610000,0.058,-0.058,0,2459261.8012160,0.000400,-0.000400,0,8.3079200,0.0003700,-0.0003700,0,3.2280000,0.0890000,-0.0890000,0,8350.0000000,160.2380000,-160.2380000,0,43.1068000,4.4239900,-4.4239900,0,2276.2500000,,,,1924.0000000,,,,8.0981000,0.006,-0.006,0,305.0340000,2.9810000,-2.9810000,0,9081.0000000,173.2000000,-173.2000000,0,3.0500000,0.0900000,-0.0900000,0
49,PC,-11.5950000,0.056,-0.056,0,3.1390000,0.057,-0.057,0,2459281.3379560,0.001287,-0.001287,0,0.7580820,0.0000073,-0.0000073,0,1.8184632,0.1306038,-0.1306038,0,583.9318100,58.1024900,-58.1024900,0,10.1273702,0.6658212,-0.6658212,0,216218.1005011,,,,5499.7476332,,,,9.7180000,0.006,-0.006,0,792.6330000,19.4965000,-19.4965000,0,9917.0000000,199.6000000,-199.6000000,0,3.5086601,0.1201210,-0.1201210,0
50,FP,-9.4960000,0.051,-0.051,0,14.6590000,0.045,-0.045,0,2459985.7704250,0.003745,-0.003745,0,1.4415577,0.0000074,-0.0000074,0,2.3490000,0.6820000,-0.6820000,0,507.0000000,54.9645000,-54.9645000,0,3.6107800,0.2600400,-0.2600400,0,16861.8000000,,,,3174.0000000,,,,9.5719000,0.006,-0.006,0,208.0550000,1.1015000,-1.1015000,0,6902.0000000,135.7000000,-135.7000000,0,1.5200000,0.0600000,-0.0600000,0
51,PC,-14.4410000,0.073,-0.073,0,6.2140000,0.069,-0.069,0,2460037.1946720,0.000793,-0.000793,0,1.0085089,0.0000009,-0.0000009,0,1.6420000,0.3430000,-0.3430000,0,3051.0000000,688.9310000,-688.9310000,0,,,,0,,,,,,,,,10.0031000,0.006,-0.006,0,494.6890000,9.5570000,-9.5570000,0,5215.2000000,1166.8000000,-1166.8000000,0,,,,0
52,FP,-34.6090000,0.053,-0.053,0,14.6670000,0.057,-0.057,0,2459301.5441260,0.000611,-0.000611,0,3.7039994,0.0000037,-0.0000037,0,4.2770000,0.5990000,-0.5990000,0,7590.0000000,1.2209200,-1.2209200,0,17.5700000,0.7465730,-0.7465730,0,3546.1300000,,,,2149.0000000,,,,9.6306000,0.006,-0.006,0,300.6960000,3.3695000,-3.3695000,0,7013.8000000,299.6000000,-299.6000000,0,1.9000000,0.0800000,-0.0800000,0
53,FP,-1.5360000,0.058,-0.058,0,-9.9790000,0.048,-0.048,0,2460177.8671950,0.001123,-0.001123,0,1.3042553,0.0000020,-0.0000020,0,1.7060000,0.2130000,-0.2130000,0,914.0000000,628.9540000,-628.9540000,0,9.3647200,1.3064700,-1.3064700,0,26944.7000000,,,,3569.0000000,,,,10.0119000,0.006,-0.006,0,301.2980000,2.4960000,-2.4960000,0,6762.0000000,130.2000000,-130.2000000,0,1.7500000,0.0700000,-0.0700000,0
54,FP,-35.4120000,0.104,-0.104,0,24.0840000,0.128,-0.128,0,2458544.7906100,0.000920,-0.000920,0,0.6262700,0.0000200,-0.0000200,0,0.6660000,0.1690000,-0.1690000,0,1880.0000000,68.5212000,-68.5212000,0,5.7216200,0.8944620,-0.8944620,0,3235.5700000,,,,2101.0000000,,,,10.2355000,0.006,-0.006,0,134.9260000,1.0555000,-1.0555000,0,5622.0000000,131.2000000,-131.2000000,0,0.9300000,0.0500000,-0.0500000,0
55,FP,-10.8630000,0.096,-0.096,0,7.0630000,0.089,-0.089,0,2458518.3760000,0.000750,-0.000750,0,0.3041200,0.0000100,-0.0000100,0,0.7480000,0.1000000,-0.1000000,0,1330.0000000,3.8310700,-3.8310700,0,10.4170000,0.6680570,-0.6680570,0,280833.0000000,,,,6413.0000000,,,,8.8020000,0.006,-0.006,0,440.4260000,9.4840000,-9.4840000,0,11892.0000000,235.8000000,-235.8000000,0,2.5200000,0.0900000,-0.0900000,0
56,KP,-8.5680000,0.100,-0.100,0,-5.5620000,0.055,-0.055,0,2459363.8213930,0.000699,-0.000699,0,2.1805277,0.0000027,-0.0000027,0,2.9691750,0.0407210,-0.0407210,0,16340.1353205,426.8955700,-426.8955700,0,16.8088530,0.8821375,-0.8821375,0,1770.4650539,,,,1654.4040680,,,,11.0657000,0.006,-0.006,0,314.9950000,7.0655000,-7.0655000,0,6599.0000000,200.0000000,-200.0000000,0,1.2714601,0.0635578,-0.0635578,0
57,KP,91.9760000,0.052,-0.052,0,-6.8610000,0.069,-0.069,0,2459084.5850100,0.000110,-0.000110,0,2.1846669,0.0000005,-0.0000005,0,2.8652800,0.0090748,-0.0090748,0,11708.0228549,34.9285660,-34.9285660,0,13.7028527,0.6619751,-0.6619751,0,1362.1381428,,,,1549.4409801,,,,9.4995000,0.006,-0.006,0,137.5440000,0.7905000,-0.7905000,0,5630.0000000,,,0,1.2382400,0.0596985,-0.0596985,0
58,KP,-8.1000000,0.102,-0.102,0,-9.6390000,0.055,-0.055,0,2459355.5456300,0.000257,-0.000257,0,3.7354838,0.0000021,-0.0000021,0,4.1420000,0.0450000,-0.0450000,0,17030.0000000,0.2717320,-0.2717320,0,21.2315000,1.1957900,-1.1957900,0,1292.1900000,,,,1670.0000000,,,,11.0261000,0.006,-0.006,0,405.9080000,8.6000000,-8.6000000,0,6650.0000000,,,0,1.5700000,0.0900000,-0.0900000,0
59,FA,168.1700000,2.000,-2.000,0,-56.0400000,2.000,-2.000,0,2458657.7366250,0.007425,-0.007425,0,21.7016690,0.0095323,-0.0095323,0,8.2676424,0.5088978,-0.5088978,0,211.6567325,25.1326920,-25.1326920,0,2.3751494,0.6983451,-0.6983451,0,52.0950000,,,,685.2000000,,,,7.1278000,0.006,-0.006,0,53.1914900,,,0,5625.0000000,80.0000000,-80.0000000,0,1.5648600,0.1866290,-0.1866290,0
60,CP,-63.3270000,0.046,-0.046,0,-1.9420000,0.044,-0.044,0,2458332.9412290,0.002642,-0.002642,0,9.1398040,0.0001109,-0.0001109,0,3.0912936,0.6627002,-0.6627002,0,358.4157801,33.7214740,-33.7214740,0,3.0629855,2.8175755,-2.8175755,0,243.0117630,,,,1006.9932829,,,,9.0197000,0.006,-0.006,0,129.8040000,0.5575000,-0.5575000,0,5958.2000000,76.0000000,-76.0000000,0,1.5800000,0.1651230,-0.1651230,0
61,FP,-18.6920000,0.065,-0.065,0,-8.1920000,0.059,-0.059,0,2458657.9991790,0.001553,-0.001553,0,5.7426250,0.0006210,-0.0006210,0,2.8602930,0.2304990,-0.2304990,0,1105.7608670,87.9267300,-87.9267300,0,13.0885320,3.6366680,-3.6366680,0,,,,,,,,,8.8849000,0.006,-0.006,0,263.7290000,2.8735000,-2.8735000,0,5664.0000000,188.0000000,-188.0000000,0,3.8695900,0.6445680,-0.6445680,0
62,CP,1.5940000,0.054,-0.054,0,-15.9030000,0.049,-0.049,0,2460122.7001390,0.019948,-0.019948,0,15.5077855,0.0002372,-0.0002372,0,4.5650000,0.4270000,-0.4270000,0,513.0000000,25.4443000,-25.4443000,0,2.4343200,0.1429570,-0.1429570,0,88.0718000,,,,853.0000000,,,,8.4362000,0.006,-0.006,0,88.4343000,0.2817500,-0.2817500,0,6122.0000000,194.0000000,-194.0000000,0,1.1700000,0.0500000,-0.0500000,0
63,CP,108.4390000,0.074,-0.074,0,-82.6320000,0.052,-0.052,0,2458661.0627110,0.000867,-0.000867,0,17.4713078,0.0000176,-0.0000176,0,4.4284819,0.0990118,-0.0990118,0,1199.7541483,28.8726270,-28.8726270,0,3.5766828,0.2409907,-0.2409907,0,53.3700317,,,,689.3568807,,,,8.0888000,0.006,-0.006,0,57.2651000,0.1869500,-0.1869500,0,5783.5400000,7.8242900,-7.8242900,0,0.9746690,0.0546984,-0.0546984,0
64,PC,9.7160000,0.041,-0.041,0,-20.1680000,0.044,-0.044,0,2458326.0624240,0.001997,-0.001997,0,5.3079507,0.0000191,-0.0000191,0,3.2158594,0.2920944,-0.2920944,0,391.3830934,26.7662960,-26.7662960,0,3.0486928,0.3630359,-0.3630359,0,603.2401116,,,,1263.9861129,,,,9.6663000,0.006,-0.006,0,168.3540000,0.6765000,-0.6765000,0,6124.3000000,83.0000000,-83.0000000,0,1.3696300,0.0633668,-0.0633668,0
65,PC,117.7210000,0.081,-0.081,0,-24.5650000,0.076,-0.076,0,2458607.3509010,0.003080,-0.003080,0,51.1701501,0.0001962,-0.0001962,0,6.6641048,0.2877187,-0.2877187,0,851.4547808,36.1218760,-36.1218760,0,2.9366826,0.2657500,-0.2657500,0,11.2148229,,,,466.7322968,,,,9.4091000,0.006,-0.006,0,98.2855000,0.2672500,-0.2672500,0,5599.0000000,187.0000000,-187.0000000,0,0.9433560,0.0456583,-0.0456583,0
66,PC,3.2260000,0.082,-0.082,0,-16.3230000,0.067,-0.067,0,2458663.0231290,0.004563,-0.004563,0,11.1296441,0.0000603,-0.0000603,0,7.0473822,0.3110119,-0.3110119,0,951.6169809,60.7110020,-60.7110020,0,12.8402271,0.8162001,-0.8162001,0,1255.6817164,,,,1518.2372485,,,,9.3781000,0.007,-0.007,0,338.8310000,6.7050000,-6.7050000,0,5785.0000000,189.0000000,-189.0000000,0,3.4475601,0.1744170,-0.1744170,0
67,PC,4.2970000,0.037,-0.037,0,-207.4090000,0.034,-0.034,0,2460106.3375190,0.000382,-0.000382,0,9.4496506,0.0000028,-0.0000028,0,2.0210000,0.0270000,-0.0270000,0,19750.0000000,16.7663000,-16.7663000,0,17.0216000,1.1024900,-1.1024900,0,38.5799000,,,,694.0000000,,,,9.7825000,0.006,-0.006,0,98.8783000,0.4197000,-0.4197000,0,5509.0000000,186.0000000,-186.0000000,0,0.9400000,0.0600000,-0.0600000,0
68,KP,10.8450000,0.035,-0.035,0,-0.4990000,0.052,-0.052,0,2460201.6385830,0.000127,-0.000127,0,2.8493825,0.0000003,-0.0000003,0,3.5670000,0.0530000,-0.0530000,0,8049.0000000,25.0232000,-25.0232000,0,16.3869000,0.7347040,-0.7347040,0,2005.8300000,,,,1864.0000000,,,,10.3157000,0.006,-0.006,0,364.4110000,2.7290000,-2.7290000,0,6900.0000000,,,0,1.7700000,0.0800000,-0.0800000,0
69,APC,2.2240000,0.286,-0.286,0,-14.6040000,0.228,-0.228,0,2460149.5362260,0.001995,-0.001995,0,2.0685633,0.0000040,-0.0000040,0,0.3730000,0.0650000,-0.0650000,0,502.0000000,169.2020000,-169.2020000,0,3.8973900,0.4173060,-0.4173060,0,24.4090000,,,,619.0000000,,,,9.6652000,0.006,-0.006,0,128.4910000,3.3745000,-3.3745000,0,5687.9000000,76.0000000,-76.0000000,0,1.1400000,0.0700000,-0.0700000,0
70,FP,24.9780000,0.089,-0.089,0,-71.7900000,0.091,-0.091,0,2458654.2532490,0.003078,-0.003078,0,0.5409330,0.0001070,-0.0001070,0,1.6743370,0.3297570,-0.3297570,0,257.3474590,27.6412140,-27.6412140,0,2.2850100,0.5732300,-0.5732300,0,,,,,,,,,9.7345000,0.006,-0.006,0,133.1710000,0.6935000,-0.6935000,0,5525.0000000,186.0000000,-186.0000000,0,1.2193500,0.1645800,-0.1645800,0
71,CP,107.8470000,0.045,-0.045,0,30.7320000,0.042,-0.042,0,2460177.2004290,0.001332,-0.001332,0,4.1150576,0.0000056,-0.0000056,0,1.0800000,0.3230000,-0.3230000,0,487.0000000,50.8548000,-50.8548000,0,2.3005700,0.1683300,-0.1683300,0,77.3573000,,,,826.0000000,,,,9.4780000,0.006,-0.006,0,82.1733000,0.1632000,-0.1632000,0,5394.0000000,185.0000000,-185.0000000,0,0.8900000,0.0500000,-0.0500000,0
72,PC,-89.1250000,0.041,-0.041,0,-9.6000000,0.044,-0.044,0,2458629.3916810,0.001492,-0.001492,0,10.0665238,0.0000237,-0.0000237,0,2.4023189,0.1599323,-0.1599323,0,839.9044871,47.5508350,-47.5508350,0,2.7272824,0.2128311,-0.2128311,0,54.8791715,,,,694.1792631,,,,9.0689000,0.006,-0.006,0,61.1201000,0.1009000,-0.1009000,0,5552.0000000,187.0000000,-187.0000000,0,0.7917420,0.0453065,-0.0453065,0
73,CP,-3.4570000,0.124,-0.124,0,-100.8910000,0.072,-0.072,0,2458656.6684780,0.001185,-0.001185,0,6.4438657,0.0000165,-0.0000165,0,1.9309449,0.3014965,-0.3014965,0,1121.9512275,76.1576460,-76.1576460,0,2.4603440,1.6387280,-1.6387280,0,60.8313050,,,,712.2812841,,,,10.0059000,0.006,-0.006,0,68.0726000,0.3620000,-0.3620000,0,4803.0000000,178.0000000,-178.0000000,0,0.7371890,0.0567035,-0.0567035,0
74,CP,-3.4570000,0.124,-0.124,0,-100.8910000,0.072,-0.072,0,2458664.4901320,0.001696,-0.001696,0,12.2265595,0.0000269,-0.0000269,0,2.1904379,0.4219775,-0.4219775,0,1206.3693293,86.6094400,-86.6094400,0,2.6014766,1.7533404,-1.7533404,0,25.8970378,,,,575.3502049,,,,10.0059000,0.006,-0.006,0,68.0726000,0.3620000,-0.3620000,0,4803.0000000,178.0000000,-178.0000000,0,0.7371890,0.0567035,-0.0567035,0
75,KP,7.3150000,0.037,-0.037,0,-0.8620000,0.029,-0.029,0,2458654.3479940,0.002094,-0.002094,0,2.1603440,0.0002760,-0.0002760,0,1.8288540,0.1448100,-0.1448100,0,19357.9929920,1487.6189000,-1487.6189000,0,22.5035410,17.5002040,-17.5002040,0,,,,,,,,,13.2851000,0.006,-0.006,0,639.0040000,9.4715000,-9.4715000,0,5780.0000000,,,0,1.2000000,,,0
76,KP,3.9900000,0.054,-0.054,0,-37.1900000,0.042,-0.042,0,2458657.8325370,0.001239,-0.001239,0,4.6061840,0.0003920,-0.0003920,0,3.1216430,0.0788770,-0.0788770,0,13793.0348670,1031.5532000,-1031.5532000,0,12.9622190,0.5821830,-0.5821830,0,,,,,,,,,11.9707000,0.006,-0.006,0,353.8910000,4.9190000,-4.9190000,0,5670.0000000,,,0,1.0700000,,,0
77,KP,3.1250000,0.031,-0.031,0,6.1460000,0.029,-0.029,0,2458656.9878740,0.000501,-0.000501,0,3.1316735,0.0000033,-0.0000033,0,2.4579197,0.0815638,-0.0815638,0,14915.6943722,307.9136400,-307.9136400,0,9.4995191,0.3442331,-0.3442331,0,148.6544991,,,,890.5622134,,,,13.1686000,0.006,-0.006,0,263.6090000,1.6590000,-1.6590000,0,4351.0000000,167.0000000,-167.0000000,0,0.7670100,,,0
78,KP,11.0960000,0.044,-0.044,0,-5.7640000,0.042,-0.042,0,2458656.6332310,0.001251,-0.001251,0,3.1803620,0.0002470,-0.0002470,0,2.1115210,0.1062580,-0.1062580,0,21192.4633240,682.4742400,-682.4742400,0,13.4464870,0.6006790,-0.6006790,0,,,,,,,,,13.2887000,0.006,-0.006,0,535.3830000,7.8145000,-7.8145000,0,5498.0000000,,,0,0.9200000,,,0
79,KP,-16.7780000,0.108,-0.108,0,-31.8030000,0.089,-0.089,0,2460147.3787640,0.000256,-0.000256,0,2.9776446,0.0000008,-0.0000008,0,2.9620000,0.0990000,-0.0990000,0,13022.0000000,123.0520000,-123.0520000,0,14.4339000,0.7657650,-0.7657650,0,758.3240000,,,,1461.0000000,,,,10.4293000,0.006,-0.006,0,197.9960000,3.0380000,-3.0380000,0,5703.0000000,188.0000000,-188.0000000,0,1.2200000,0.0600000,-0.0600000,0
80,KP,26.3760000,0.078,-0.078,0,-44.9470000,0.059,-0.059,0,2460176.9933340,0.000449,-0.000449,0,3.9502008,0.0000026,-0.0000026,0,4.4440000,0.0460000,-0.0460000,0,13914.0000000,95.9899000,-95.9899000,0,20.5357000,0.8996640,-0.8996640,0,1009.3800000,,,,1570.0000000,,,,9.6433000,0.006,-0.006,0,211.2110000,2.4835000,-2.4835000,0,6153.0000000,,,0,1.7100000,0.0700000,-0.0700000,0
81,FP,,,,,,,,,2458655.5792410,0.000532,-0.000532,0,2.9776152,0.0000978,-0.0000978,0,3.2569700,0.0302260,-0.0302260,0,43218.1116830,416.7277800,-416.7277800,0,26.8842300,0.1969780,-0.1969780,0,873.2700000,,,,1386.5000000,,,,15.7114000,0.023,-0.023,0,,,,0,5740.0000000,,,0,1.2800000,,,0
82,KP,-27.0940000,0.052,-0.052,0,-30.8970000,0.048,-0.048,0,2458655.3940590,0.000376,-0.000376,0,3.5544026,0.0000020,-0.0000020,0,2.0550535,0.0377042,-0.0377042,0,10164.8753396,290.7488700,-290.7488700,0,13.2006770,0.7620152,-0.7620152,0,515.0014435,,,,1214.9876435,,,,11.5803000,0.006,-0.006,0,290.1980000,2.9370000,-2.9370000,0,5639.0000000,188.0000000,-188.0000000,0,1.1149900,0.0591758,-0.0591758,0
83,FP,1.6790000,0.043,-0.043,0,32.7970000,0.040,-0.040,0,2459211.7321460,0.002195,-0.002195,0,12.8379689,0.0031236,-0.0031236,0,9.8464123,0.1878411,-0.1878411,0,10539.0192794,361.0093400,-361.0093400,0,25.4886382,1.3767760,-1.3767760,0,374.1290000,,,,1225.0000000,,,,11.7106000,0.006,-0.006,0,703.8780000,10.6960000,-10.6960000,0,5765.0000000,189.0000000,-189.0000000,0,2.4494000,0.1169900,-0.1169900,0
84,CP,3.8270000,0.058,-0.058,0,4.8780000,0.038,-0.038,0,2459036.4728120,0.001293,-0.001293,0,3.9228016,0.0000122,-0.0000122,0,1.8736007,0.0798146,-0.0798146,0,31510.9004906,1047.8658000,-1047.8658000,0,13.3368705,0.4312808,-0.4312808,0,91.1675890,,,,788.0973496,,,,13.6699000,0.006,-0.006,0,300.6700000,3.8060000,-3.8060000,0,4444.0000000,168.0000000,-168.0000000,0,0.6983000,,,0
85,PC,20.0310000,0.042,-0.042,0,42.1750000,0.054,-0.054,0,2458662.6526850,0.003188,-0.003188,0,13.9428705,0.0000585,-0.0000585,0,3.7522756,0.6019145,-0.6019145,0,1015.3955430,87.9307900,-87.9307900,0,2.4233421,1.1757723,-1.1757723,0,28.0927293,,,,587.1759148,,,,10.6339000,0.006,-0.006,0,107.3560000,0.4080000,-0.4080000,0,5206.0000000,183.0000000,-183.0000000,0,0.7416710,0.0479724,-0.0479724,0
86,CP,-99.7370000,0.023,-0.023,0,-59.9500000,0.039,-0.039,0,2458654.2495030,0.000554,-0.000554,0,0.6047392,0.0000056,-0.0000056,0,1.0403847,0.2214539,-0.2214539,0,1027.6833479,64.4610100,-64.4610100,0,1.8625587,1.4926332,-1.4926332,0,528.0253155,,,,1222.5973095,,,,11.1186000,0.007,-0.007,0,61.4592000,0.0943500,-0.0943500,0,4046.0000000,170.0000000,-170.0000000,0,0.5803370,0.0172756,-0.0172756,0
87,KP,5.3820000,0.051,-0.051,0,-38.1120000,0.047,-0.047,0,2458654.1632570,0.000119,-0.000119,0,2.5495611,0.0000007,-0.0000007,0,2.6173308,0.0193336,-0.0193336,0,14921.4021936,81.9604340,-81.9604340,0,12.9171288,0.6510275,-0.6510275,0,757.1284067,,,,1337.8645148,,,,11.2474000,0.006,-0.006,0,248.4600000,2.1455000,-2.1455000,0,5659.0000000,,,0,1.0399700,0.0519397,-0.0519397,0
88,PC,-22.7880000,0.032,-0.032,0,9.9770000,0.031,-0.031,0,2458654.1027390,0.000206,-0.000206,0,1.6062693,0.0000010,-0.0000010,0,1.9561305,0.0446816,-0.0446816,0,16725.3019333,216.1440100,-216.1440100,0,12.6436029,0.3239791,-0.3239791,0,844.2700581,,,,1374.8018137,,,,13.4610000,0.006,-0.006,0,463.6830000,3.3225000,-3.3225000,0,5192.0000000,182.0000000,-182.0000000,0,0.9843260,,,0
89,CP,424.4140000,0.073,-0.073,0,-1230.6200000,0.073,-0.073,0,2458654.1033200,0.000362,-0.000362,0,0.5182425,0.0000042,-0.0000042,0,0.8565249,0.0753501,-0.0753501,0,831.8920424,40.7684800,-40.7684800,0,1.3485121,0.0900143,-0.0900143,0,255.1405815,,,,1019.3295979,,,,10.1165000,0.007,-0.007,0,20.3730000,0.0192000,-0.0192000,0,3325.0000000,102.0000000,-102.0000000,0,0.3909890,0.0117402,-0.0117402,0
90,PC,-1.4790000,0.049,-0.049,0,-2.6770000,0.043,-0.043,0,2458656.3803570,0.001990,-0.001990,0,3.1644075,0.0000122,-0.0000122,0,2.0576293,0.2198119,-0.2198119,0,5603.4635466,592.0081000,-592.0081000,0,14.8814743,1.1265037,-1.1265037,0,2206.1550476,,,,1747.9490013,,,,13.1284000,0.006,-0.006,0,1179.2700000,45.9100000,-45.9100000,0,6519.0000000,194.0000000,-194.0000000,0,1.7234000,,,0
91,KP,3.4790000,0.063,-0.063,0,-10.3130000,0.038,-0.038,0,2458328.0838300,0.000439,-0.000439,0,3.0440541,0.0000043,-0.0000043,0,2.5984575,0.0611654,-0.0611654,0,22236.0165376,490.5109300,-490.5109300,0,12.1086799,0.2679916,-0.2679916,0,315.9871326,,,,1075.3184542,,,,13.1630000,0.010,-0.010,0,421.8550000,8.3390000,-8.3390000,0,5523.0000000,,,0,0.8098680,,,0
92,PC,-270.2930000,0.107,-0.107,0,-69.5520000,0.109,-0.109,0,2458654.0605770,0.001219,-0.001219,0,3.9652485,0.0000122,-0.0000122,0,1.0112593,0.5740471,-0.5740471,0,3680.7544436,458.0681500,-458.0681500,0,1.2305102,1.0583848,-1.0583848,0,5.2829448,,,,386.6684768,,,,12.7067000,0.007,-0.007,0,25.5590000,0.0541000,-0.0541000,0,3296.0000000,64.0000000,-64.0000000,0,0.1999880,0.0059812,-0.0059812,0
93,PC,-5.2140000,1.083,-1.083,0,-5.9180000,1.083,-1.083,0,2458654.0261190,0.002567,-0.002567,0,2.9827800,0.0004420,-0.0004420,0,3.1095280,0.1106960,-0.1106960,0,6136.2316620,315.8986500,-315.8986500,0,11.4670110,11.4753160,-11.4753160,0,,,,,,,,,11.5247000,0.006,-0.006,0,354.0500000,,,0,6027.0000000,192.0000000,-192.0000000,0,1.2397500,1.2397500,-1.2397500,0
94,PC,-10.2820000,0.042,-0.042,0,45.6850000,0.050,-0.050,0,2458626.0856960,0.003152,-0.003152,0,16.3469053,0.0000504,-0.0000504,0,3.5865698,0.2242998,-0.2242998,0,2212.4257252,107.2091400,-107.2091400,0,3.5059571,0.3785092,-0.3785092,0,8.9995944,,,,441.7489067,,,,11.8835000,0.006,-0.006,0,100.2480000,0.2538500,-0.2538500,0,4310.0000000,173.0000000,-173.0000000,0,0.6496130,0.0616131,-0.0616131,0
95,PC,-82.6910000,0.045,-0.045,0,-290.7160000,0.055,-0.055,0,2458627.9159740,0.002201,-0.002201,0,12.9802953,0.0000343,-0.0000343,0,2.5034417,0.8578907,-0.8578907,0,2407.2608671,199.7871200,-199.7871200,0,2.4241912,1.6760336,-1.6760336,0,4.7341229,,,,376.2093904,,,,12.0936000,0.007,-0.007,0,68.9109000,0.1250000,-0.1250000,0,3614.0000000,64.0000000,-64.0000000,0,0.4913230,0.0146852,-0.0146852,0
96,KP,1.0310000,0.040,-0.040,0,-17.5770000,0.041,-0.041,0,2458653.9733050,0.000130,-0.000130,0,1.3484961,0.0000006,-0.0000006,0,2.4074261,0.0218727,-0.0218727,0,18463.7636682,122.7892500,-122.7892500,0,15.8824638,0.8602182,-0.8602182,0,2706.9606225,,,,1839.6713042,,,,12.2851000,0.006,-0.006,0,494.1820000,12.1740000,-12.1740000,0,6346.0000000,,,0,1.1475900,0.0616130,-0.0616130,0
97,APC,1.5840000,1.171,-1.171,0,17.7110000,1.171,-1.171,0,2460041.1750970,0.000860,-0.000860,0,3.2541181,0.0000008,-0.0000008,0,4.3410000,0.0180000,-0.0180000,0,13620.0000000,0.1180460,-0.1180460,0,14.9476000,,,0,1436.4500000,,,,,,,,11.6577000,0.006,-0.006,0,444.0660000,,,0,6102.0000000,193.0000000,-193.0000000,0,1.2800000,,,0
98,PC,16.8670000,0.035,-0.035,0,-14.6830000,0.035,-0.035,0,2458655.2914990,0.000741,-0.000741,0,3.7178828,0.0000041,-0.0000041,0,5.5277827,0.1120406,-0.1120406,0,4864.8405125,79.7731500,-79.7731500,0,14.6986197,0.8573183,-0.8573183,0,1925.1426172,,,,1689.4116185,,,,12.2303000,0.006,-0.006,0,736.3970000,11.0600000,-11.0600000,0,5818.0000000,190.0000000,-190.0000000,0,2.0840001,0.1061310,-0.1061310,0
99,FP,-5.3380000,0.041,-0.041,0,-9.2670000,0.054,-0.054,0,2458630.7719400,0.002800,-0.002800,0,9.3099200,0.0020900,-0.0020900,0,3.4640000,0.2320000,-0.2320000,0,2220.0000000,1.3945600,-1.3945600,0,14.2968000,0.7778750,-0.7778750,0,215.2080000,,,,1067.0000000,,,,9.4142000,0.006,-0.006,0,416.2500000,5.0190000,-5.0190000,0,6907.0000000,135.5000000,-135.5000000,0,3.0900000,0.1400000,-0.1400000,0
100,FA,-23.5490000,0.047,-0.047,0,-45.0790000,0.054,-0.054,0,2458626.3895500,0.002220,-0.002220,0,1.1539500,0.0001700,-0.0001700,0,2.2360000,0.1030000,-0.1030000,0,1550.0000000,1.6721900,-1.6721900,0,5.4836400,0.3247370,-0.3247370,0,3534.3000000,,,,2148.0000000,,,,10.4613000,0.006,-0.006,0,240.9010000,1.9800000,-1.9800000,0,6093.0000000,131.0000000,-131.0000000,0,1.4000000,0.0700000,-0.0700000,0
101,FP,-10.1610000,0.125,-0.125,0,-5.8710000,0.125,-0.125,0,2458643.1026400,0.004880,-0.004880,0,4.7370300,0.0045300,-0.0045300,0,3.9020000,0.4810000,-0.4810000,0,2410.0000000,1380.8700000,-1380.8700000,0,25.7144000,10.2479000,-10.2479000,0,53821.0000000,,,,4243.0000000,,,,10.3918000,0.010,-0.010,0,778.1270000,35.0600000,-35.0600000,0,11600.0000000,368.2000000,-368.2000000,0,2.4800000,0.1300000,-0.1300000,0
